Title,Start,End,Location,UID,URL,Description,Recurrence Rule,Status
Sunset BBQ,20261024T170000,20261024T235959,,705c0512-5dfb-4065-b5fb-36c8e8ac2485-time.ly,https://events.timely.fun/kio519aj/event/78250208/20261024170000,"<p><span style='font-family:arial\, helvetica\, sans-serif\;font-size:10pt\;'>From <span style='font-family:Arial\;'>Tolosa Children's Dental Center:</span></span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>Join us for a fun evening at the Octagon Barn on Saturday\, Oct. 24 at 5 pm. Enjoy a delicious bbq dinner\, live and silent auction\, raffle and live music! Please visit our website for more information.</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>More info:</span></p>\n<p><span style='font-family:arial\, helvetica\, sans-serif\;font-size:10pt\;'>https://tolosachildrensdental.org/events/</span></p>",,CONFIRMED
SLOstice,20260627T170000,20260627T200000,,97519c95-e30a-47b2-b3f1-16c27bdc9296-time.ly,https://events.timely.fun/kio519aj/event/78270463/20260627170000,"<p><span style='font-size:10pt\;font-family:Arial\;'>From ECOSLO:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>Join us at SLOstice at the iconic Octagon Barn for a celebration of environmental impact and community spirit! This is more than just a fundraiser - it’s a chance to honor decades of dedication to our cause\, including:<br />✨ Tens of thousands of pounds of trash cleaned up<br />🌳 Hundreds of trees planted<br />🤝 Thousands of volunteers<br />🌱 Dozens of inspiring Green Businesses<br />Your support helps us continue this important work right here in SLO County.</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>More info:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>https://www.ecoslo.com/events</span></p>",,CONFIRMED
2026 Strong Foundation Awards,20260528T163000,20260528T180000,,1b6b9179-300c-42e8-a2e5-223332295b23-time.ly,https://events.timely.fun/kio519aj/event/78275346/20260528163000,"<p><span style='font-family:arial\, helvetica\, sans-serif\;'>From SLO County Housing Trust Fund:</span></p>\n<p><span style='font-size:10pt\;font-family:arial\, helvetica\, sans-serif\;'>The SLO County Housing Trust Fund (HTF) is pleased to present the inaugural Strong Foundation Awards to be held May 28\, 2026 at the SLO Brew Cocktail Garden from 4:30–6:00 PM.<br /><br />The Strong Foundation Awards are presented to individuals who have demonstrated exemplary leadership in the affordable housing industry in SLO County.</span></p>\n<p><span style='font-size:10pt\;font-family:arial\, helvetica\, sans-serif\;'>More info:</span></p>\n<p><span style='font-size:10pt\;font-family:arial\, helvetica\, sans-serif\;'><span style='color:#1155cc\;font-size:10pt\;font-family:Arial\;text-decoration:underline\;'><a class='in-cell-link' href='http://slochtf.org' rel='nofollow noreferrer noopener' target='_blank'>slochtf.org</a></span></span></p>",,CONFIRMED
Big Little Benefit,20260508,20260509,,86f4d3ca-ba30-45d1-9f65-7e9b32d34690-time.ly,https://events.timely.fun/kio519aj/event/78276081/20260508000000,"<p><span style='font-size:10pt\;font-family:Arial\;'>From Big Brothers Big Sisters of SLO County:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>Join us in the Emerald City for an evening of generosity\, joy\, and a little bit of magic. Guests will enjoy a barbecue dinner\, live entertainment\, and inspiring stories filled with courage and heart. Participate in the silent and live auction\, and the fund-a-need\, helping to defy gravity and lift our Littles and their Bigs to new heights.</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>More info:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'><span style='color:#1155cc\;font-size:10pt\;text-decoration:underline\;'><a class='in-cell-link' href='http://biglittlebenefit.org' rel='nofollow noreferrer noopener' target='_blank'>biglittlebenefit.org</a></span></span></p>",,CONFIRMED
Wild at Heart,20260926,20260927,,2c95a8be-9d90-48c3-8aaa-ef7900897915-time.ly,https://events.timely.fun/kio519aj/event/78277339/20260926000000,"<p><span style='font-size:10pt\;font-family:Arial\;'>Join us for Pacific Wildlife Care’s annual Wild at Heart celebration—a lively evening of food\, fun\, and fundraising\, all in support of our mission to protect San Luis Obispo County wildlife through rehabilitation and educational outreach.</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>More info:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>info@pacificwildlifecare.org</span></p>",,CONFIRMED
Walk to End Alzheimer's,20261107T090000,20261107T235959,,1e89215c-2793-45ea-bec7-cd2cb8d28e2d-time.ly,https://events.timely.fun/kio519aj/event/78297835/20261107090000,"<p><span style='font-family:arial\, helvetica\, sans-serif\;'>Held annually\, the Alzheimer's Association Walk to End Alzheimer's raises funds for Alzheimer's and dementia care\, support and research. This event\, taking place in SLO Mission Plaza\, calls on participants of all ages and abilities to join the fight against the disease.</span></p>\n<p><span style='font-family:arial\, helvetica\, sans-serif\;'>More info:</span></p>\n<p><span style='color:#1155cc\;font-size:10pt\;font-family:Arial\;text-decoration:underline\;'><a class='in-cell-link' href='https://www.alz.org/slowalk' rel='nofollow noreferrer noopener' target='_blank'>https://www.alz.org/slowalk</a></span></p>",,CONFIRMED
Swingin’ by the Sea,20260815,20260830,,a58cd27b-21d9-4241-8119-15967018632f-time.ly,https://events.timely.fun/kio519aj/event/78302412/20260815000000,"<p><span style='font-size:10pt\;font-family:Arial\;'>Come join a garden party by the sea\, with exquisite wine\, food\, music and ocean views at the beautiful Chapman Estate in Shell Beach. Live and silent auctions. Proceeds go to support the preservation of\, operations and maintenance of the Estate for charitable\, community\, and cultural events. Help save the Estate and have a great day in this beautiful setting!</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>More info:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>https://chapmanestatefoundation.org/#sc</span></p>",,CONFIRMED
Pickle Festival,20261010,20261011,,a3c0d6c7-7222-46d6-b21a-1d91dbb93802-time.ly,https://events.timely.fun/kio519aj/event/78316497/20261010000000,"<p><span style='font-family:arial\, helvetica\, sans-serif\;'>From Meals That Connect:</span></p>\n<p><span style='font-size:10pt\;font-family:arial\, helvetica\, sans-serif\;'>A pickle-themed fundraiser with food\, drinks\, vendors and fun activities for all ages. Live music featuring Brass Mash and guests. Get your pickle on!</span></p>\n<p><span style='font-size:10pt\;font-family:arial\, helvetica\, sans-serif\;'>More info:</span></p>\n<p><span style='font-size:10pt\;font-family:arial\, helvetica\, sans-serif\;'><span style='font-size:10pt\;font-family:Arial\;'>info@mealsthatconnect.org</span></span></p>",,CONFIRMED
Libations at the Lighthouse,20260919,20260920,,90ed6ae3-afee-4847-9f29-72383779442e-time.ly,https://events.timely.fun/kio519aj/event/78316499/20260919000000,<p><span style='font-size:10pt\;font-family:Arial\;'>The annual fundraiser for the Piedras Blancas Light Station is a casual afternoon surrounded by history and natural beauty. Guests can enjoy pours of Harmony Cellars and Moonstone Cellars wine while wandering the grounds of beautiful Piedras Blancas and learning about the light station.</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>More info:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'><span style='color:#1155cc\;font-size:10pt\;text-decoration:underline\;'><a class='in-cell-link' href='https://piedrasblancas.org/libations-at-the-lighthouse' rel='nofollow noreferrer noopener' target='_blank'>https://piedrasblancas.org/libations-at-the-lighthouse</a></span></span></p>,,CONFIRMED
Pinot and Paella Festival,20260607T140000,20260607T170000,,178ae0d9-55ab-492d-9c06-d4d1d6d6836a-time.ly,https://events.timely.fun/kio519aj/event/78317643/20260607140000,"<p><span style='font-size:10pt\;font-family:Arial\;'>Spend an afternoon sipping outstanding Pinot Noir\, enjoying creative paellas prepared by local chefs\, and dancing to live music at the annual Pinot & Paella Festival. This 21+ event celebrates the best of our region’s wine and food in a fun\, welcoming outdoor setting.<br /><br />The festival benefits Paso Robles Youth Arts\, a nonprofit dedicated to providing accessible\, high-quality arts education for local youth. By attending\, you're not only enjoying great wine\, and food\, but also supporting programs that inspire creativity\, confidence\, and opportunity for children in our community.</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>More info:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'><span style='color:#1155cc\;font-size:10pt\;text-decoration:underline\;'><a class='in-cell-link' href='http://www.pinotandpaella.com' rel='nofollow noreferrer noopener' target='_blank'>www.pinotandpaella.com</a></span></span></p>",,CONFIRMED
Central Coast Move-a-Thon,20260501,20260601,,b41cd352-1134-40c9-83cc-3bfa004c5cb7-time.ly,https://events.timely.fun/kio519aj/event/78320686/20260501000000,"<p><span style='font-size:10pt\;font-family:Arial\;'>From One Cool Earth and Central Coast Parks Association:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'><span style='font-size:10pt\;'>Step outside and turn movement into impact this May. One Cool Earth and Central Coast State Parks Association are coming together to invite individuals and families to get outside\, log miles\, and raise funds in support of outdoor education and environmental stewardship across the Central Coast. By participating\, you are helping us unlock funds from business sponsors so choose your trails\, set your goal\, and let every mile you walk help care for the places we love.<br />​Cost to participate: $20 for individuals\, $35 for families<br />​All proceeds will be evenly split between OCE and CCSPA</span></span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'><span style='font-size:10pt\;'>More info: https://www.onecoolearth.org/2026-move-athon.html</span></span></p>",,CONFIRMED
Midnight at Magnolia Manor,20261010,20261011,,37bdfcfc-9952-4f89-bddc-5d7cbc4ce3ca-time.ly,https://events.timely.fun/kio519aj/event/78347481/20261010000000,"<p><span style='font-size:10pt\;font-family:Arial\;'>SLOLAF's annual fundraiser features a lively cocktail hour with a hosted bar\, appetizers\, raffles and entertainment\, followed by a sit-down dinner catered by Taste!\, presentation of the Ambassador Award\, and live auction with some surprises along the way. Sponsorships are available for Midnight at Magnolia Manor\, where every key opens a door to justice. </span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>More info:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'><span style='color:#1155cc\;font-size:10pt\;text-decoration:underline\;'><a class='in-cell-link' href='https://www.slolaf.org/events' rel='nofollow noreferrer noopener' target='_blank'>https://www.slolaf.org/events</a></span></span></p>",,CONFIRMED
2026 Live at the Lighthouse Concert Series,20260627,20261011,,dc58bbd5-a8aa-4bb3-be8c-d044f83c490b-time.ly,https://events.timely.fun/kio519aj/event/78358880/20260627000000,<p><span style='font-size:10pt\;font-family:Arial\;'>Announcing the 2026 Concert Series at Point San Luis Lighthouse! Enjoy 8 intimate concerts while supporting the arts on the Central Coast. Tickets will sell out fast. Lineup: June 27—Mother Corn Shuckers\; July 11—Alex Lucero Band\; July 18—Miss Leo\; Aug. 8—One Love Bomb ft. Eric Cotton\; Aug. 22—Josh Rosenblum\; Sept. 12—Damon Castillo Band\; Sept. 26—Zongo All-Stars\; Oct. 10—Hot 45. Sponsorship opportunities are available for businesses and individuals interested in supporting the 2026 season.</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>More info:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'><span style='color:#1155cc\;font-size:10pt\;text-decoration:underline\;'><a class='in-cell-link' href='https://www.pointsanluislighthouse.org/concerts' rel='nofollow noreferrer noopener' target='_blank'>https://www.pointsanluislighthouse.org/concerts</a></span></span></p>,,CONFIRMED
Brighter Days For Donkeys: Annual Fundraiser,20260926,20260927,,8a8aeb89-2772-4639-a354-4b9c39865517-time.ly,https://events.timely.fun/kio519aj/event/78399028/20260926000000,"<p><span style='font-size:10pt\;font-family:Arial\;'>The 2nd Annual 'Brighter Days for Donkeys' Fundraiser is an evening benefit dedicated to supporting the rescue\, rehabilitation\, and lifelong care of the donkeys and mules at Rancho Burro Donkey Sanctuary. This event brings community members together to raise vital operational funds for specialized veterinary care\, feed\, and facility maintenance. The night will be filled with music\, dance\, food\, auctions\, and stories. </span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>More info:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'><span style='color:#1155cc\;font-size:10pt\;text-decoration:underline\;'><a class='in-cell-link' href='https://ranchoburrodonkeysanctuary.org/annual-fundraiser' rel='nofollow noreferrer noopener' target='_blank'>https://ranchoburrodonkeysanctuary.org/annual-fundraiser</a></span></span></p>",,CONFIRMED
Tent City Limits Concert Series,20260814T180000,20260814T210000,,163cdea1-3995-479b-a236-d8889f0e8009-time.ly,https://events.timely.fun/kio519aj/event/78404401/20260814180000,"<p><span style='font-family:arial\, helvetica\, sans-serif\;'>Experience the first concert in a three-part summer series featuring live bluegrass\, folk\, and Americana under the stars at the historic Atascadero Printery. Enjoy touring artists\, local food and drinks\, and a family-friendly atmosphere—all while supporting the restoration of this treasured community landmark. The series continues September 18 and October 9.</span></p>\n<p><span style='font-family:arial\, helvetica\, sans-serif\;'>More info:</span></p>\n<p><span style='font-family:arial\, helvetica\, sans-serif\;'>https://atascaderoprintery.org/</span></p>",,CONFIRMED
Morro Bay Chamber of Commerce Annual Awards Gala,20261107T163000,20261107T200000,"Morro Bay Community Center @ 1008 Kennedy Way\, Morro Bay\, CA",e2c446c0-75a3-4308-b104-f6fa1f1835f1-time.ly,https://events.timely.fun/kio519aj/event/78419443/20261107163000,"<p><span style='font-family:arial\, helvetica\, sans-serif\;'>The Morro Bay Chamber's Seaside Soirée: Celebrating Seventy Years Gala will celebrate the Chamber's 70th anniversary while recognizing individuals and organizations that have made outstanding contributions to the Morro Bay community from January 2025 through June 2026.</span></p>\n<p><span style='font-family:arial\, helvetica\, sans-serif\;'>Awards will be presented in four categories: Business of the Year\, Citizen of the Year\, Living Treasure\, and Nonprofit of the Year. </span></p>",,CONFIRMED
